horizon,model,ablation_mode,feature_group,completed_runs,failed_runs,mean_accuracy,std_accuracy,mean_macro_f1,std_macro_f1,mean_mcc,std_mcc,mean_ece
10,ridge,remove_one_group,depth_imbalance,15,0,0.625215400669656,0.018334071399630527,0.33303808552562725,0.011023839091922307,0.17133805408133138,0.016413170198241282,
10,ridge,remove_one_group,depth_slope,15,0,0.6251948975616024,0.018365443198156334,0.3329958479827125,0.010989413009853993,0.17125255144175727,0.016348790218649406,
10,ridge,remove_one_group,liquidity_concentration,15,0,0.6252055083492445,0.01835794415339765,0.33301383007656776,0.01097763716349732,0.17130882667753122,0.016312377314838575,
10,ridge,remove_one_group,microprice,15,0,0.6251901758799495,0.018367743775748333,0.3330099054311944,0.01096197464744905,0.17123673909670997,0.016371813747207857,
10,ridge,remove_one_group,midprice,15,0,0.6251627642798956,0.018379545243700293,0.3328382546115198,0.010992349446174027,0.17111971119152694,0.0162935441539785,
10,ridge,remove_one_group,price_levels,15,0,0.6251132863059669,0.018446287857343868,0.32811196418310146,0.012425363977220863,0.17205717449767738,0.014057191190955625,
10,ridge,remove_one_group,size_levels,15,0,0.624318176426501,0.018285766368553783,0.3293124408832051,0.011647225117764299,0.1669065189294301,0.017174355152753132,
10,ridge,remove_one_group,snapshot_order_flow_proxy,15,0,0.6094684552857917,0.01997913273892596,0.27527318895980213,0.008371906450009426,0.07301108860686296,0.022940530171661856,
10,ridge,remove_one_group,spread,15,0,0.6228692872505918,0.01925259357335409,0.3218457083284027,0.008104014163508078,0.16126572049710283,0.014381096807837434,
10,ridge,remove_one_group,top_of_book,15,0,0.6251517360103513,0.01843026519485719,0.3327473293842349,0.011021096125810762,0.1710844019278762,0.01628573130365336,
10,ridge,remove_one_group,top_of_book_imbalance,15,0,0.6251948975616024,0.018365443198156334,0.3329958479827125,0.010989413009853993,0.17125255144175727,0.016348790218649406,
