fold,horizon,seed,model,ablation_mode,feature_group,features_used,proxy_features_used,unsupported_groups,accuracy,macro_f1,mcc,ece,brier_score,status
fold_1,10,1,ridge,remove_one_group,microprice,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6077558142563221,0.3263292013240647,0.1529305760399574,,,completed
fold_1,10,1,ridge,remove_one_group,top_of_book_imbalance,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6078079016589838,0.32641968858013254,0.15316890294962313,,,completed
fold_1,10,1,ridge,remove_one_group,depth_imbalance,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6078339453603147,0.3264985861607699,0.15329003705298982,,,completed
fold_1,10,1,ridge,remove_one_group,depth_slope,95,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6078079016589838,0.32641968858013254,0.15316890294962313,,,completed
fold_1,10,1,ridge,remove_one_group,liquidity_concentration,96,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6078339453603147,0.3264985861607699,0.15329003705298982,,,completed
fold_1,10,1,ridge,remove_one_group,snapshot_order_flow_proxy,58,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5936661718363414,0.2721905495965437,0.06774109215821547,,,completed
fold_1,10,1,ridge,remove_one_group,volatility_proxy,97,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.6077558142563221,0.32632558475134643,0.15293137368528195,,,completed
fold_1,10,1,ridge,only_one_group,price_levels,20,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5922077245618147,0.2527988256181809,0.03794296100429022,,,completed
fold_1,10,1,ridge,only_one_group,size_levels,20,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24778675092898472,0.0045566492263401865,,,completed
fold_1,10,1,ridge,only_one_group,top_of_book,4,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,spread,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5946818761882439,0.2662586394175608,0.07053390301250359,,,completed
fold_1,10,1,ridge,only_one_group,midprice,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,microprice,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,top_of_book_imbalance,1,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,depth_imbalance,3,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,depth_slope,3,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911659765085814,0.24768670071144863,0.0,,,completed
fold_1,10,1,ridge,only_one_group,liquidity_concentration,2,0,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5911399328072505,0.24767984286766512,-0.00291942216564441,,,completed
fold_1,10,1,ridge,only_one_group,snapshot_order_flow_proxy,40,40,"time_context,true_order_flow_imbalance,cancellation_imbalance,trade_imbalance,queue_position",0.5984321691798838,0.27333856684383434,0.10664297025402084,,,completed
