fold,horizon,seed,model,ablation_mode,feature_group,baseline_accuracy,accuracy,delta_accuracy,baseline_macro_f1,macro_f1,delta_macro_f1,baseline_mcc,mcc,delta_mcc,baseline_ece,ece,delta_ece,interpretation
fold_1,10,0,logistic,only_one_group,liquidity_concentration,0.6322368935073053,0.5911138891059198,-0.0411230044013855,0.4047283174464407,0.24767298479938019,-0.15705533264706054,0.2464918021031744,-0.004128740186535424,-0.2506205422897098,0.02815397537260498,0.0448799762179121,0.01672600084530712,hurt
fold_1,10,0,logistic,only_one_group,snapshot_order_flow_proxy,0.6322368935073053,0.6240852149907545,-0.008151678516550742,0.4047283174464407,0.3628932768791029,-0.04183504056733783,0.2464918021031744,0.22664563563069895,-0.019846166472475446,0.02815397537260498,0.028288669285299835,0.00013469391269485542,hurt
fold_1,10,0,logistic,only_one_group,volatility_proxy,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24768670071144863,-0.1570416167349921,0.2464918021031744,0.0,-0.2464918021031744,0.02815397537260498,0.04536324182516692,0.01720926645256194,hurt
fold_1,10,0,logistic,raw_lob_only,raw_lob,0.6322368935073053,0.5911920202099122,-0.041044873297393036,0.4047283174464407,0.25310449401688034,-0.15162382342956038,0.2464918021031744,0.024989005775272004,-0.2215027963279024,0.02815397537260498,0.016543328766679237,-0.011610646605925742,hurt
fold_1,10,0,logistic,derived_microstructure_only,derived_microstructure,0.6322368935073053,0.6286428627236503,-0.0035940307836549445,0.4047283174464407,0.39048227167162347,-0.014246045774817251,0.2464918021031744,0.2352510734093014,-0.011240728693872992,0.02815397537260498,0.02527571434710677,-0.0028782610254982077,hurt
fold_1,10,0,logistic,no_proxy_features,no_proxy,0.6322368935073053,0.5917389379378597,-0.040497955569445576,0.4047283174464407,0.2727024696258821,-0.1320258478205586,0.2464918021031744,0.05855157475684144,-0.18794022734633295,0.02815397537260498,0.019064080898083115,-0.009089894474521864,hurt
fold_1,10,0,ridge,all_features,all,0.6078079016589838,0.6078079016589838,0.0,0.32641968858013254,0.32641968858013254,0.0,0.15316890294962313,0.15316890294962313,0.0,,,,neutral
fold_1,10,0,ridge,remove_one_group,price_levels,0.6078079016589838,0.608406906789593,0.0005990051306091759,0.32641968858013254,0.3172414133843214,-0.009178275195811159,0.15316890294962313,0.15656425673664237,0.003395353787019245,,,,hurt
fold_1,10,0,ridge,remove_one_group,size_levels,0.6078079016589838,0.6072609839310362,-0.0005469177279475712,0.32641968858013254,0.3231866941377859,-0.0032329944423466483,0.15316890294962313,0.15051785967086848,-0.00265104327875465,,,,hurt
fold_1,10,0,ridge,remove_one_group,top_of_book,0.6078079016589838,0.6077037268536605,-0.00010417480532332046,0.32641968858013254,0.3259555088223373,-0.00046417975779522447,0.15316890294962313,0.15266776761126744,-0.0005011353383556905,,,,neutral
fold_1,10,0,ridge,remove_one_group,spread,0.6078079016589838,0.6052035315259005,-0.0026043701330833446,0.32641968858013254,0.3080546246830279,-0.018365063897104628,0.15316890294962313,0.14082334362557838,-0.012345559324044741,,,,hurt
fold_1,10,0,ridge,remove_one_group,midprice,0.6078079016589838,0.6077558142563221,-5.208740266171574e-05,0.32641968858013254,0.3261925526399379,-0.0002271359401946338,0.15316890294962313,0.15291925018117522,-0.0002496527684479055,,,,neutral
fold_1,10,0,ridge,remove_one_group,microprice,0.6078079016589838,0.6077558142563221,-5.208740266171574e-05,0.32641968858013254,0.3263292013240647,-9.048725606786157e-05,0.15316890294962313,0.1529305760399574,-0.0002383269096657148,,,,neutral
fold_1,10,0,ridge,remove_one_group,top_of_book_imbalance,0.6078079016589838,0.6078079016589838,0.0,0.32641968858013254,0.32641968858013254,0.0,0.15316890294962313,0.15316890294962313,0.0,,,,neutral
fold_1,10,0,ridge,remove_one_group,depth_imbalance,0.6078079016589838,0.6078339453603147,2.604370133085787e-05,0.32641968858013254,0.3264985861607699,7.88975806373382e-05,0.15316890294962313,0.15329003705298982,0.00012113410336669905,,,,neutral
fold_1,10,0,ridge,remove_one_group,depth_slope,0.6078079016589838,0.6078079016589838,0.0,0.32641968858013254,0.32641968858013254,0.0,0.15316890294962313,0.15316890294962313,0.0,,,,neutral
fold_1,10,0,ridge,remove_one_group,liquidity_concentration,0.6078079016589838,0.6078339453603147,2.604370133085787e-05,0.32641968858013254,0.3264985861607699,7.88975806373382e-05,0.15316890294962313,0.15329003705298982,0.00012113410336669905,,,,neutral
fold_1,10,0,ridge,remove_one_group,snapshot_order_flow_proxy,0.6078079016589838,0.5936661718363414,-0.01414172982264239,0.32641968858013254,0.2721905495965437,-0.05422913898358883,0.15316890294962313,0.06774109215821547,-0.08542781079140765,,,,hurt
